,path,sample_id,anneal_time,anneal_time_unit,anneal_temperature,cool_method,anneal_temperature_Kelvin,anneal_time_minutes
436,micrograph952.tif,21,3.0,H,900.0,Q,1173.15,180.0
437,micrograph954.tif,41,,,,,,
438,micrograph955.tif,34,5.0,M,970.0,FC,1243.15,5.0
439,micrograph956.png,36,24.0,H,970.0,Q,1243.15,1440.0
440,micrograph959.tif,34,5.0,M,970.0,FC,1243.15,5.0
441,micrograph963.tif,47,,,,,,
442,micrograph965.tif,34,5.0,M,970.0,FC,1243.15,5.0
443,micrograph967.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
444,micrograph968.tif,47,,,,,,
445,micrograph970.tif,20,24.0,H,900.0,Q,1173.15,1440.0
446,micrograph971.tif,47,,,,,,
447,micrograph973.tif,3,,,,,,
448,micrograph974.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
449,micrograph984.tif,41,,,,,,
450,micrograph985.tif,47,,,,,,
451,micrograph986.tif,28,8.0,H,970.0,WQ,1243.15,480.0
452,micrograph989.tif,28,8.0,H,970.0,WQ,1243.15,480.0
453,micrograph990.tif,23,90.0,M,900.0,Q,1173.15,90.0
454,micrograph991.tif,14,3.0,H,800.0,Q,1073.15,180.0
455,micrograph995.tif,34,5.0,M,970.0,FC,1243.15,5.0
456,micrograph997.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
457,micrograph998.tif,2,8.0,H,800.0,WQ,1073.15,480.0
458,micrograph999.tif,27,48.0,H,970.0,WQ,1243.15,2880.0
459,micrograph1001.tif,42,,,,,,
460,micrograph1003.tif,38,5.0,M,970.0,Q,1243.15,5.0
461,micrograph1005.tif,34,5.0,M,970.0,FC,1243.15,5.0
462,micrograph1006.tif,23,90.0,M,900.0,Q,1173.15,90.0
463,micrograph1008.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
464,micrograph1009.tif,47,,,,,,
465,micrograph1011.tif,42,,,,,,
466,micrograph1012.tif,41,,,,,,
467,micrograph1013.tif,38,5.0,M,970.0,Q,1243.15,5.0
468,micrograph1015.tif,2,8.0,H,800.0,WQ,1073.15,480.0
469,micrograph1017.tif,21,3.0,H,900.0,Q,1173.15,180.0
470,micrograph1018.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
471,micrograph1019.tif,34,5.0,M,970.0,FC,1243.15,5.0
472,micrograph1020.tif,12,90.0,M,800.0,WQ,1073.15,90.0
473,micrograph1022.png,40,90.0,M,970.0,Q,1243.15,90.0
474,micrograph1025.tif,47,,,,,,
475,micrograph1027.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
476,micrograph1028.tif,16,8.0,H,800.0,Q,1073.15,480.0
477,micrograph1030.tif,41,,,,,,
478,micrograph1031.tif,7,3.0,H,800.0,WQ,1073.15,180.0
479,micrograph1032.png,37,3.0,H,970.0,Q,1243.15,180.0
480,micrograph1035.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
481,micrograph1038.tif,17,85.0,H,800.0,Q,1073.15,5100.0
482,micrograph1040.tif,3,,,,,,
483,micrograph1045.png,36,24.0,H,970.0,Q,1243.15,1440.0
484,micrograph1048.tif,47,,,,,,
485,micrograph1049.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
486,micrograph1052.tif,29,90.0,M,970.0,AR,1243.15,90.0
487,micrograph1053.tif,42,,,,,,
488,micrograph1054.tif,28,8.0,H,970.0,WQ,1243.15,480.0
489,micrograph1055.tif,41,,,,,,
490,micrograph1056.png,36,24.0,H,970.0,Q,1243.15,1440.0
491,micrograph1057.tif,34,5.0,M,970.0,FC,1243.15,5.0
492,micrograph1058.tif,37,3.0,H,970.0,Q,1243.15,180.0
493,micrograph1059.tif,17,85.0,H,800.0,Q,1073.15,5100.0
494,micrograph1061.tif,37,3.0,H,970.0,Q,1243.15,180.0
495,micrograph1062.tif,44,,,,,,
496,micrograph1063.tif,22,5.0,M,900.0,Q,1173.15,5.0
497,micrograph1064.tif,44,,,,,,
498,micrograph1068.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
499,micrograph1072.tif,31,90.0,M,970.0,FC,1243.15,90.0
500,micrograph1075.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
501,micrograph1076.tif,42,,,,,,
502,micrograph1078.tif,8,5.0,M,800.0,WQ,1073.15,5.0
503,micrograph1079.tif,47,,,,,,
504,micrograph1083.tif,44,,,,,,
505,micrograph1092.tif,14,3.0,H,800.0,Q,1073.15,180.0
506,micrograph1093.tif,38,5.0,M,970.0,Q,1243.15,5.0
507,micrograph1094.tif,26,3.0,H,970.0,WQ,1243.15,180.0
508,micrograph1096.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
509,micrograph1098.tif,23,90.0,M,900.0,Q,1173.15,90.0
510,micrograph1100.tif,47,,,,,,
511,micrograph1101.tif,47,,,,,,
512,micrograph1102.tif,42,,,,,,
513,micrograph1103.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
514,micrograph1104.tif,9,5.0,M,700.0,WQ,973.15,5.0
515,micrograph1105.tif,16,8.0,H,800.0,Q,1073.15,480.0
516,micrograph1106.tif,9,5.0,M,700.0,WQ,973.15,5.0
517,micrograph1109.tif,19,90.0,M,900.0,WQ,1173.15,90.0
518,micrograph1111.tif,44,,,,,,
519,micrograph1112.tif,2,8.0,H,800.0,WQ,1073.15,480.0
520,micrograph1117.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
521,micrograph1119.tif,47,,,,,,
522,micrograph1120.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
523,micrograph1126.tif,47,,,,,,
524,micrograph1127.tif,7,3.0,H,800.0,WQ,1073.15,180.0
525,micrograph1128.tif,37,3.0,H,970.0,Q,1243.15,180.0
526,micrograph1129.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
527,micrograph1134.tif,3,,,,,,
528,micrograph1136.tif,28,8.0,H,970.0,WQ,1243.15,480.0
529,micrograph1138.tif,11,90.0,M,800.0,WQ,1073.15,90.0
530,micrograph1139.png,39,8.0,H,970.0,Q,1243.15,480.0
531,micrograph1140.png,36,24.0,H,970.0,Q,1243.15,1440.0
532,micrograph1145.tif,47,,,,,,
533,micrograph1146.tif,39,8.0,H,970.0,Q,1243.15,480.0
534,micrograph1150.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
535,micrograph1155.tif,47,,,,,,
536,micrograph1156.tif,32,90.0,M,970.0,WC,1243.15,90.0
537,micrograph1159.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
538,micrograph1161.tif,37,3.0,H,970.0,Q,1243.15,180.0
539,micrograph1162.tif,9,5.0,M,700.0,WQ,973.15,5.0
540,micrograph1163.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
541,micrograph1164.tif,35,90.0,M,970.0,FC,1243.15,90.0
542,micrograph1167.tif,11,90.0,M,800.0,WQ,1073.15,90.0
543,micrograph1173.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
544,micrograph1174.tif,47,,,,,,
545,micrograph1176.tif,37,3.0,H,970.0,Q,1243.15,180.0
546,micrograph1177.tif,41,,,,,,
547,micrograph1180.tif,39,8.0,H,970.0,Q,1243.15,480.0
548,micrograph1182.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
549,micrograph1183.tif,29,90.0,M,970.0,AR,1243.15,90.0
550,micrograph1185.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
551,micrograph1186.tif,37,3.0,H,970.0,Q,1243.15,180.0
552,micrograph1188.tif,16,8.0,H,800.0,Q,1073.15,480.0
553,micrograph1189.tif,37,3.0,H,970.0,Q,1243.15,180.0
554,micrograph1192.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
555,micrograph1193.tif,27,48.0,H,970.0,WQ,1243.15,2880.0
556,micrograph1195.png,37,3.0,H,970.0,Q,1243.15,180.0
557,micrograph1196.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
558,micrograph1197.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
559,micrograph1198.tif,41,,,,,,
560,micrograph1199.tif,40,90.0,M,970.0,Q,1243.15,90.0
561,micrograph1200.png,40,90.0,M,970.0,Q,1243.15,90.0
562,micrograph1201.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
563,micrograph1202.tif,36,24.0,H,970.0,Q,1243.15,1440.0
564,micrograph1205.tif,23,90.0,M,900.0,Q,1173.15,90.0
565,micrograph1206.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
566,micrograph1207.tif,35,90.0,M,970.0,FC,1243.15,90.0
567,micrograph1210.tif,37,3.0,H,970.0,Q,1243.15,180.0
568,micrograph1213.tif,42,,,,,,
569,micrograph1214.tif,8,5.0,M,800.0,WQ,1073.15,5.0
570,micrograph1215.tif,8,5.0,M,800.0,WQ,1073.15,5.0
571,micrograph1216.tif,47,,,,,,
572,micrograph1217.png,37,3.0,H,970.0,Q,1243.15,180.0
573,micrograph1218.tif,35,90.0,M,970.0,FC,1243.15,90.0
574,micrograph1219.tif,37,3.0,H,970.0,Q,1243.15,180.0
575,micrograph1223.tif,40,90.0,M,970.0,Q,1243.15,90.0
576,micrograph1226.tif,44,,,,,,
577,micrograph1232.tif,23,90.0,M,900.0,Q,1173.15,90.0
578,micrograph1234.tif,7,3.0,H,800.0,WQ,1073.15,180.0
579,micrograph1238.tif,3,,,,,,
580,micrograph1239.tif,38,5.0,M,970.0,Q,1243.15,5.0
581,micrograph1240.tif,34,5.0,M,970.0,FC,1243.15,5.0
582,micrograph1243.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
583,micrograph1247.tif,44,,,,,,
584,micrograph1248.tif,7,3.0,H,800.0,WQ,1073.15,180.0
585,micrograph1249.tif,29,90.0,M,970.0,AR,1243.15,90.0
586,micrograph1252.tif,34,5.0,M,970.0,FC,1243.15,5.0
587,micrograph1256.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
588,micrograph1257.tif,21,3.0,H,900.0,Q,1173.15,180.0
589,micrograph1260.tif,3,,,,,,
590,micrograph1261.tif,20,24.0,H,900.0,Q,1173.15,1440.0
591,micrograph1262.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
592,micrograph1265.tif,2,8.0,H,800.0,WQ,1073.15,480.0
593,micrograph1266.tif,12,90.0,M,800.0,WQ,1073.15,90.0
594,micrograph1272.tif,7,3.0,H,800.0,WQ,1073.15,180.0
595,micrograph1273.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
596,micrograph1280.tif,32,90.0,M,970.0,WC,1243.15,90.0
597,micrograph1281.tif,41,,,,,,
598,micrograph1283.tif,37,3.0,H,970.0,Q,1243.15,180.0
599,micrograph1284.tif,36,24.0,H,970.0,Q,1243.15,1440.0
600,micrograph1285.tif,17,85.0,H,800.0,Q,1073.15,5100.0
601,micrograph1288.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
602,micrograph1289.tif,40,90.0,M,970.0,Q,1243.15,90.0
603,micrograph1291.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
604,micrograph1294.tif,47,,,,,,
605,micrograph1295.png,36,24.0,H,970.0,Q,1243.15,1440.0
606,micrograph1298.tif,34,5.0,M,970.0,FC,1243.15,5.0
607,micrograph1300.tif,8,5.0,M,800.0,WQ,1073.15,5.0
608,micrograph1302.tif,35,90.0,M,970.0,FC,1243.15,90.0
609,micrograph1304.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
610,micrograph1305.tif,42,,,,,,
611,micrograph1306.tif,21,3.0,H,900.0,Q,1173.15,180.0
612,micrograph1309.png,39,8.0,H,970.0,Q,1243.15,480.0
613,micrograph1311.tif,32,90.0,M,970.0,WC,1243.15,90.0
614,micrograph1316.tif,47,,,,,,
615,micrograph1318.tif,2,8.0,H,800.0,WQ,1073.15,480.0
616,micrograph1321.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
617,micrograph1322.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
618,micrograph1324.tif,47,,,,,,
619,micrograph1326.tif,47,,,,,,
620,micrograph1327.tif,26,3.0,H,970.0,WQ,1243.15,180.0
621,micrograph1329.tif,2,8.0,H,800.0,WQ,1073.15,480.0
622,micrograph1330.tif,32,90.0,M,970.0,WC,1243.15,90.0
623,micrograph1331.tif,39,8.0,H,970.0,Q,1243.15,480.0
624,micrograph1332.tif,44,,,,,,
625,micrograph1333.tif,47,,,,,,
626,micrograph1337.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
627,micrograph1338.tif,47,,,,,,
628,micrograph1339.tif,14,3.0,H,800.0,Q,1073.15,180.0
629,micrograph1344.tif,7,3.0,H,800.0,WQ,1073.15,180.0
630,micrograph1347.tif,34,5.0,M,970.0,FC,1243.15,5.0
631,micrograph1348.tif,21,3.0,H,900.0,Q,1173.15,180.0
632,micrograph1349.tif,40,90.0,M,970.0,Q,1243.15,90.0
633,micrograph1351.tif,32,90.0,M,970.0,WC,1243.15,90.0
634,micrograph1356.tif,16,8.0,H,800.0,Q,1073.15,480.0
635,micrograph1358.tif,44,,,,,,
636,micrograph1359.tif,13,24.0,H,800.0,Q,1073.15,1440.0
637,micrograph1361.tif,26,3.0,H,970.0,WQ,1243.15,180.0
638,micrograph1367.tif,34,5.0,M,970.0,FC,1243.15,5.0
639,micrograph1368.tif,28,8.0,H,970.0,WQ,1243.15,480.0
640,micrograph1370.tif,47,,,,,,
641,micrograph1371.tif,42,,,,,,
642,micrograph1372.tif,2,8.0,H,800.0,WQ,1073.15,480.0
643,micrograph1374.png,39,8.0,H,970.0,Q,1243.15,480.0
644,micrograph1379.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
645,micrograph1384.tif,47,,,,,,
646,micrograph1385.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
647,micrograph1388.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
648,micrograph1389.png,40,90.0,M,970.0,Q,1243.15,90.0
649,micrograph1391.tif,13,24.0,H,800.0,Q,1073.15,1440.0
650,micrograph1392.tif,36,24.0,H,970.0,Q,1243.15,1440.0
651,micrograph1393.tif,47,,,,,,
652,micrograph1394.tif,37,3.0,H,970.0,Q,1243.15,180.0
653,micrograph1396.tif,47,,,,,,
654,micrograph1397.tif,47,,,,,,
655,micrograph1399.tif,31,90.0,M,970.0,FC,1243.15,90.0
656,micrograph1400.tif,3,,,,,,
657,micrograph1404.tif,13,24.0,H,800.0,Q,1073.15,1440.0
658,micrograph1405.tif,11,90.0,M,800.0,WQ,1073.15,90.0
659,micrograph1406.tif,47,,,,,,
660,micrograph1407.tif,32,90.0,M,970.0,WC,1243.15,90.0
661,micrograph1408.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
662,micrograph1409.tif,37,3.0,H,970.0,Q,1243.15,180.0
663,micrograph1411.tif,13,24.0,H,800.0,Q,1073.15,1440.0
664,micrograph1412.png,36,24.0,H,970.0,Q,1243.15,1440.0
665,micrograph1415.tif,21,3.0,H,900.0,Q,1173.15,180.0
666,micrograph1420.tif,3,,,,,,
667,micrograph1422.tif,40,90.0,M,970.0,Q,1243.15,90.0
668,micrograph1423.tif,13,24.0,H,800.0,Q,1073.15,1440.0
669,micrograph1424.tif,41,,,,,,
670,micrograph1426.tif,20,24.0,H,900.0,Q,1173.15,1440.0
671,micrograph1427.tif,36,24.0,H,970.0,Q,1243.15,1440.0
672,micrograph1431.tif,47,,,,,,
673,micrograph1435.tif,34,5.0,M,970.0,FC,1243.15,5.0
674,micrograph1436.tif,3,,,,,,
675,micrograph1440.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
676,micrograph1441.tif,31,90.0,M,970.0,FC,1243.15,90.0
677,micrograph1444.tif,47,,,,,,
678,micrograph1446.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
679,micrograph1447.tif,23,90.0,M,900.0,Q,1173.15,90.0
680,micrograph1449.tif,41,,,,,,
681,micrograph1451.tif,43,,,,,,
682,micrograph1452.tif,47,,,,,,
683,micrograph1454.tif,37,3.0,H,970.0,Q,1243.15,180.0
684,micrograph1456.tif,40,90.0,M,970.0,Q,1243.15,90.0
685,micrograph1457.tif,29,90.0,M,970.0,AR,1243.15,90.0
686,micrograph1466.tif,36,24.0,H,970.0,Q,1243.15,1440.0
687,micrograph1467.tif,47,,,,,,
688,micrograph1468.tif,26,3.0,H,970.0,WQ,1243.15,180.0
689,micrograph1469.tif,21,3.0,H,900.0,Q,1173.15,180.0
690,micrograph1473.tif,44,,,,,,
691,micrograph1474.tif,40,90.0,M,970.0,Q,1243.15,90.0
692,micrograph1479.tif,42,,,,,,
693,micrograph1482.tif,14,3.0,H,800.0,Q,1073.15,180.0
694,micrograph1483.tif,39,8.0,H,970.0,Q,1243.15,480.0
695,micrograph1485.tif,47,,,,,,
696,micrograph1490.png,37,3.0,H,970.0,Q,1243.15,180.0
697,micrograph1492.tif,35,90.0,M,970.0,FC,1243.15,90.0
698,micrograph1500.tif,34,5.0,M,970.0,FC,1243.15,5.0
699,micrograph1501.tif,42,,,,,,
700,micrograph1503.tif,35,90.0,M,970.0,FC,1243.15,90.0
701,micrograph1506.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
702,micrograph1507.tif,23,90.0,M,900.0,Q,1173.15,90.0
703,micrograph1509.tif,47,,,,,,
704,micrograph1510.tif,26,3.0,H,970.0,WQ,1243.15,180.0
705,micrograph1515.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
706,micrograph1516.tif,39,8.0,H,970.0,Q,1243.15,480.0
707,micrograph1517.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
708,micrograph1518.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
709,micrograph1519.tif,47,,,,,,
710,micrograph1520.tif,20,24.0,H,900.0,Q,1173.15,1440.0
711,micrograph1521.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
712,micrograph1522.tif,34,5.0,M,970.0,FC,1243.15,5.0
713,micrograph1524.tif,14,3.0,H,800.0,Q,1073.15,180.0
714,micrograph1528.tif,47,,,,,,
715,micrograph1531.tif,41,,,,,,
716,micrograph1536.tif,2,8.0,H,800.0,WQ,1073.15,480.0
717,micrograph1538.tif,17,85.0,H,800.0,Q,1073.15,5100.0
718,micrograph1543.tif,34,5.0,M,970.0,FC,1243.15,5.0
719,micrograph1549.tif,34,5.0,M,970.0,FC,1243.15,5.0
720,micrograph1551.tif,38,5.0,M,970.0,Q,1243.15,5.0
721,micrograph1552.tif,41,,,,,,
722,micrograph1554.tif,42,,,,,,
723,micrograph1555.tif,26,3.0,H,970.0,WQ,1243.15,180.0
724,micrograph1556.tif,32,90.0,M,970.0,WC,1243.15,90.0
725,micrograph1558.tif,37,3.0,H,970.0,Q,1243.15,180.0
726,micrograph1560.tif,34,5.0,M,970.0,FC,1243.15,5.0
727,micrograph1561.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
728,micrograph1562.tif,32,90.0,M,970.0,WC,1243.15,90.0
729,micrograph1565.tif,29,90.0,M,970.0,AR,1243.15,90.0
730,micrograph1569.png,36,24.0,H,970.0,Q,1243.15,1440.0
731,micrograph1571.png,36,24.0,H,970.0,Q,1243.15,1440.0
732,micrograph1572.tif,21,3.0,H,900.0,Q,1173.15,180.0
733,micrograph1573.tif,34,5.0,M,970.0,FC,1243.15,5.0
734,micrograph1579.tif,23,90.0,M,900.0,Q,1173.15,90.0
735,micrograph1580.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
736,micrograph1581.tif,32,90.0,M,970.0,WC,1243.15,90.0
737,micrograph1583.tif,31,90.0,M,970.0,FC,1243.15,90.0
738,micrograph1584.tif,44,,,,,,
739,micrograph1586.tif,38,5.0,M,970.0,Q,1243.15,5.0
740,micrograph1588.tif,42,,,,,,
741,micrograph1589.tif,47,,,,,,
742,micrograph1597.tif,42,,,,,,
743,micrograph1599.tif,47,,,,,,
744,micrograph1601.tif,26,3.0,H,970.0,WQ,1243.15,180.0
745,micrograph1603.tif,37,3.0,H,970.0,Q,1243.15,180.0
746,micrograph1605.tif,8,5.0,M,800.0,WQ,1073.15,5.0
747,micrograph1607.tif,29,90.0,M,970.0,AR,1243.15,90.0
748,micrograph1608.tif,20,24.0,H,900.0,Q,1173.15,1440.0
749,micrograph1610.tif,26,3.0,H,970.0,WQ,1243.15,180.0
750,micrograph1611.tif,37,3.0,H,970.0,Q,1243.15,180.0
751,micrograph1613.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
752,micrograph1615.tif,43,,,,,,
753,micrograph1623.tif,7,3.0,H,800.0,WQ,1073.15,180.0
754,micrograph1624.tif,14,3.0,H,800.0,Q,1073.15,180.0
755,micrograph1625.tif,43,,,,,,
756,micrograph1626.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
757,micrograph1627.tif,31,90.0,M,970.0,FC,1243.15,90.0
758,micrograph1633.png,37,3.0,H,970.0,Q,1243.15,180.0
759,micrograph1634.tif,17,85.0,H,800.0,Q,1073.15,5100.0
760,micrograph1637.tif,36,24.0,H,970.0,Q,1243.15,1440.0
761,micrograph1638.tif,47,,,,,,
762,micrograph1640.tif,31,90.0,M,970.0,FC,1243.15,90.0
763,micrograph1644.tif,31,90.0,M,970.0,FC,1243.15,90.0
764,micrograph1645.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
765,micrograph1648.tif,13,24.0,H,800.0,Q,1073.15,1440.0
766,micrograph1651.tif,26,3.0,H,970.0,WQ,1243.15,180.0
767,micrograph1654.tif,44,,,,,,
768,micrograph1655.tif,42,,,,,,
769,micrograph1661.tif,43,,,,,,
770,micrograph1662.tif,31,90.0,M,970.0,FC,1243.15,90.0
771,micrograph1666.tif,47,,,,,,
772,micrograph1667.tif,40,90.0,M,970.0,Q,1243.15,90.0
773,micrograph1671.tif,42,,,,,,
774,micrograph1672.tif,11,90.0,M,800.0,WQ,1073.15,90.0
775,micrograph1675.tif,34,5.0,M,970.0,FC,1243.15,5.0
776,micrograph1676.png,37,3.0,H,970.0,Q,1243.15,180.0
777,micrograph1677.tif,26,3.0,H,970.0,WQ,1243.15,180.0
778,micrograph1682.tif,39,8.0,H,970.0,Q,1243.15,480.0
779,micrograph1686.tif,34,5.0,M,970.0,FC,1243.15,5.0
780,micrograph1689.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
781,micrograph1693.tif,36,24.0,H,970.0,Q,1243.15,1440.0
782,micrograph1694.tif,38,5.0,M,970.0,Q,1243.15,5.0
783,micrograph1696.tif,47,,,,,,
784,micrograph1697.tif,47,,,,,,
785,micrograph1698.tif,42,,,,,,
786,micrograph1700.tif,47,,,,,,
787,micrograph1702.tif,47,,,,,,
788,micrograph1703.tif,19,90.0,M,900.0,WQ,1173.15,90.0
789,micrograph1707.tif,2,8.0,H,800.0,WQ,1073.15,480.0
790,micrograph1710.tif,35,90.0,M,970.0,FC,1243.15,90.0
791,micrograph1712.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
792,micrograph1716.tif,17,85.0,H,800.0,Q,1073.15,5100.0
793,micrograph1718.tif,47,,,,,,
794,micrograph1719.tif,41,,,,,,
795,micrograph1720.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
796,micrograph1721.tif,44,,,,,,
797,micrograph1722.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
798,micrograph1723.tif,41,,,,,,
799,micrograph1726.tif,34,5.0,M,970.0,FC,1243.15,5.0
800,micrograph1730.png,40,90.0,M,970.0,Q,1243.15,90.0
801,micrograph1731.tif,47,,,,,,
802,micrograph1732.tif,9,5.0,M,700.0,WQ,973.15,5.0
